ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
LOX	404621	ZDB-GENE-040426-2398	loxa	Human	4015	6664	LOX	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
loxhd1a	564819	ZDB-GENE-091112-20	loxhd1a	Human	125336	26521	LOXHD1	10	10.32	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
loxl2b	791144	ZDB-GENE-050208-29	loxl2b	Human	4017	6666	LOXL2	13	13.49	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
loxl3b	336266	ZDB-GENE-030131-8210	loxl3b	Human	84695	13869	LOXL3	12	12.43	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, ZFIN
lpar2b	567956	ZDB-GENE-051120-99	lpar2b	Human	9170	3168	LPAR2	12	12.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, ZFIN
lpar5a	322473	ZDB-GENE-030131-1193	lpar5a	Human	57121	13307	LPAR5	4	4.44	high	Yes	Yes	Compara, Panther, Phylome, ZFIN
lpar6a	571773	ZDB-GENE-061013-343	lpar6a	Human	10161	15520	LPAR6	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lpin1	799099	ZDB-GENE-080722-2	lpin1	Human	23175	13345	LPIN1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lpl	30354	ZDB-GENE-990415-139	lpl	Human	4023	6677	LPL	10	10.32	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
LRAT	553239	ZDB-GENE-060720-1	lrata	Human	9227	6685	LRAT	13	13.46	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
lrfn4a	101882983	ZDB-GENE-091113-56	lrfn4a	Human	78999	28456	LRFN4	11	11.21	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
lrfn5a	100144400	ZDB-GENE-080327-17	lrfn5a	Human	145581	20360	LRFN5	13	13.36	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam, ZFIN
lrp1ab	565797	ZDB-GENE-030131-7126	lrp1ab	Human	4035	6692	LRP1	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
lrp1bb	559293	ZDB-GENE-070912-401	lrp1bb	Human	53353	6693	LRP1B	9	9.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, TreeFam, ZFIN
lrp2a	568184	ZDB-GENE-050119-2	lrp2a	Human	4036	6694	LRP2	9	9.36	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
lrrc38b	799882	ZDB-GENE-141216-65	lrrc38b	Human	126755	27005	LRRC38	13	13.47	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
lrrc4.2	566572	ZDB-GENE-030131-7997	lrrc4.2	Human	64101	15586	LRRC4	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lrrc4bb	100535350	ZDB-GENE-091116-44	lrrc4bb	Human	94030	25042	LRRC4B	12	12.37	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
lrrc58b	564300	ZDB-GENE-050309-29	lrrc58b	Human	116064	26968	LRRC58	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lrrc8ab	557928	ZDB-GENE-060531-43	lrrc8ab	Human	56262	19027	LRRC8A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lrrc8db	563923	ZDB-GENE-061013-487	lrrc8db	Human	55144	16992	LRRC8D	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
lrrfip1a	407677	ZDB-GENE-030131-99	lrrfip1a	Human	9208	6702	LRRFIP1	7	7.3	high	Yes	Yes	Compara, eggNOG, OrthoDB, orthoMCL, Panther, TreeFam, ZFIN
lrrn3	101887059	ZDB-GENE-061220-7	lrrn3a	Human	54674	17200	LRRN3	6	6.54	moderate	Yes	No	Compara, OrthoDB, OrthoFinder, OrthoInspector, Panther, ZFIN
lrtm2a	557289	ZDB-GENE-041210-218	lrtm2a	Human	654429	32443	LRTM2	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
lsm12b	406422	ZDB-GENE-040426-2164	lsm12b	Human	124801	26407	LSM12	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lsm14aa	393397	ZDB-GENE-040426-1567	lsm14aa	Human	26065	24489	LSM14A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
tnfa	405785	ZDB-GENE-050317-1	tnfa	Human	4049	6709	LTA	11	10.9	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
ltb4r2b	100537296	ZDB-GENE-070912-658	ltb4r2b	Human	56413	19260	LTB4R2	8	8.4	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
lygl1	436979	ZDB-GENE-040718-461	lygl1	Human	254773	29615	LYG2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
lyrm4	100302660	ZDB-GENE-081104-295	lyrm4	Human	57128	21365	LYRM4	14	14.37	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
lyve1a	560618	ZDB-GENE-031118-138	lyve1a	Human	10894	14687	LYVE1	12	12.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, ZFIN
lzts2a	570926	ZDB-GENE-090313-276	lzts2a	Human	84445	29381	LZTS2	14	14.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
mafb	100537332	ZDB-GENE-141211-38	mafb	Human	4094	6776	MAF	12	12.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam, ZFIN
MAF1	406750	ZDB-GENE-040426-2788	maf1	Human	84232	24966	MAF1	13	13.46	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
mafba	30210	ZDB-GENE-980526-515	mafba	Human	9935	6408	MAFB	11	11.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mafgb	405877	ZDB-GENE-040426-2403	mafgb	Human	4097	6781	MAFG	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
magi1b	474349	ZDB-GENE-030131-5110	magi1b	Human	9223	946	MAGI1	10	10.36	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
magi2a	564112	ZDB-GENE-050810-4	magi2a	Human	9863	18957	MAGI2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mal	550381	ZDB-GENE-050417-175	malb	Human	4118	6817	MAL	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
malt1b	561914	ZDB-GENE-070705-156	malt1	Human	10892	6819	MALT1	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mamdc2a	556154	ZDB-GENE-060526-16	mamdc2a	Human	256691	23673	MAMDC2	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
man1b1b	556237	ZDB-GENE-070705-482	man1b1b	Human	11253	6823	MAN1B1	12	12.37	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
map1aa	100151220	ZDB-GENE-100426-2	map1aa	Human	4130	6835	MAP1A	10	10.34	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
map1lc3c	393268	ZDB-GENE-040426-1080	map1lc3c	Human	440738	13353	MAP1LC3C	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
map1sb	565533	ZDB-GENE-070912-412	map1sb	Human	55201	15715	MAP1S	9	9.46	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
map2k2a	563181	ZDB-GENE-041027-1	map2k2a	Human	5605	6842	MAP2K2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
map2k4a	403052	ZDB-GENE-060512-98	map2k4a	Human	6416	6844	MAP2K4	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
map4k2	678610	ZDB-GENE-030616-163	map4k2	Human	5871	6864	MAP4K2	13	13.36	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
map4k3a	558281	ZDB-GENE-130329-1	map4k3a	Human	8491	6865	MAP4K3	12	12.49	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
map6b	100334879	ZDB-GENE-130530-741	map6b	Human	4135	6868	MAP6	13	13.28	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
MAP7	563520	ZDB-GENE-050208-210	si:ch73-217b7.1	Human	9053	6869	MAP7	8	7.8	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, TreeFam
map7d1a	565172	ZDB-GENE-060503-22	map7d1a	Human	55700	25514	MAP7D1	11	11.33	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
map7d2a	100005195	ZDB-GENE-060526-150	map7d2a	Human	256714	25899	MAP7D2	11	11.26	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mapk12a	30681	ZDB-GENE-990415-257	mapk12a	Human	6300	6874	MAPK12	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mapk14b	266756	ZDB-GENE-021007-1	mapk14b	Human	1432	6876	MAPK14	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mapk8a	562720	ZDB-GENE-080218-17	mapk8a	Human	5599	6881	MAPK8	12	12.34	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, ZFIN
mapk8ip1	100333948	ZDB-GENE-170525-1	mapk8ip1b	Human	9479	6882	MAPK8IP1	12	12.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, RoundUp, TreeFam, ZFIN
mapkapk2a	327321	ZDB-GENE-030131-5532	mapkapk2a	Human	9261	6887	MAPKAPK2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mapre1b	334728	ZDB-GENE-040426-2256	mapre1b	Human	22919	6890	MAPRE1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mapre3b	431717	ZDB-GENE-040704-6	mapre3b	Human	22924	6892	MAPRE3	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mapta	100000342	ZDB-GENE-081027-1	mapta	Human	4137	6893	MAPT	6	6.2	high	Yes	Yes	Compara, eggNOG, OrthoFinder, Phylome, TreeFam, ZFIN
marcksa	554102	ZDB-GENE-050522-145	marcksa	Human	4082	6759	MARCKS	8	8.3	high	Yes	Yes	Compara, eggNOG, OMA, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
marcksl1a	406407	ZDB-GENE-040426-2146	marcksl1a	Human	65108	7142	MARCKSL1	11	11.33	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mark2b	100005996	ZDB-GENE-080215-4	mark2b	Human	2011	3332	MARK2	9	9.26	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, orthoMCL, Panther, Phylome, ZFIN
mark3b	767634	ZDB-GENE-060929-80	mark3b	Human	4140	6897	MARK3	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
marveld2a	558720	ZDB-GENE-050411-59	marveld2a	Human	153562	26401	MARVELD2	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
mast1a	796739	ZDB-GENE-121214-221	mast1a	Human	22983	19034	MAST1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mast3b	100535762	ZDB-GENE-111209-1	mast3b	Human	23031	19036	MAST3	8	8.48	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
mat2ab	791612	ZDB-GENE-050327-6	mat2ab	Human	4144	6904	MAT2A	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
matn3a	445503	ZDB-GENE-040822-21	matn3a	Human	4148	6909	MATN3	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
MB21D2	556707		LOC556707	Human	151963	30438	MB21D2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
mbd3a	337133	ZDB-GENE-030131-9077	mbd3a	Human	53615	6918	MBD3	14	14.34	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
mboat2a	570695	ZDB-GENE-041210-257	mboat2a	Human	129642	25193	MBOAT2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mbpa	326281	ZDB-GENE-030128-2	mbpa	Human	4155	6925	MBP	7	7.39	high	Yes	Yes	Compara, Hieranoid, Inparanoid, orthoMCL, Panther, Phylome, ZFIN
mc5ra	286834	ZDB-GENE-021223-3	mc5ra	Human	4161	6933	MC5R	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mcamb	338313	ZDB-GENE-030219-213	mcamb	Human	4162	6934	MCAM	13	13.34	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mcf2la	100148439	ZDB-GENE-090312-122	mcf2la	Human	23263	14576	MCF2L	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
mcl1a	58122	ZDB-GENE-000511-7	mcl1a	Human	4170	6943	MCL1	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mcm3	192323	ZDB-GENE-020419-4	mcm3	Human	4172	6945	MCM3	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mcm6	566409	ZDB-GENE-030909-6	mcm6	Human	4175	6949	MCM6	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mcoln1b	795916	ZDB-GENE-130514-1	mcoln1b	Human	57192	13356	MCOLN1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mctp1b	100334264	ZDB-GENE-090313-382	mctp1b	Human	79772	26183	MCTP1	11	11.24	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mctp2a	562393	ZDB-GENE-040724-63	mctp2a	Human	55784	25636	MCTP2	11	11.36	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
mdkb	65231	ZDB-GENE-010131-6	mdkb	Human	4192	6972	MDK	12	12.46	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam, ZFIN
med13a	100004024	ZDB-GENE-070627-13	med13a	Human	9969	22474	MED13	11	11.34	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
med19b	445021	ZDB-GENE-040727-4	med19b	Human	219541	29600	MED19	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
mef2aa	30564	ZDB-GENE-990415-163	mef2aa	Human	4205	6993	MEF2A	14	14.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mef2cb	798771	ZDB-GENE-040901-7	mef2cb	Human	4208	6996	MEF2C	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
megf6b	557764	ZDB-GENE-101112-3	megf6b	Human	1953	3232	MEGF6	13	13.34	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
meis1b	170446	ZDB-GENE-020122-1	meis1b	Human	4211	7000	MEIS1	12	12.25	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
meis2a	170454	ZDB-GENE-020122-2	meis2a	Human	4212	7001	MEIS2	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mfi2	565942	ZDB-GENE-050309-40	meltf	Human	4241	7037	MELTF	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mep1a.2	565535	ZDB-GENE-041001-208	mep1a.2	Human	4224	7015	MEP1A	13	13.34	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mep1b	100151009	ZDB-GENE-041014-209	mep1b	Human	4225	7020	MEP1B	11	11.25	moderate	Yes	No	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mepce	561384	ZDB-GENE-030131-3936	mepce	Human	56257	20247	MEPCE	13	13.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mespba	58070	ZDB-GENE-000406-9	mespba	Human	55897	29658	MESP1	10	10.25	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
metap2b	323452	ZDB-GENE-030131-2172	metap2b	Human	10988	16672	METAP2	12	12.3	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
metrnl	406258	ZDB-GENE-040426-1917	metrnla	Human	284207	27584	METRNL	14	14.27	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
mfap4	405825	ZDB-GENE-040426-2246	mfap4	Human	4239	7035	MFAP4	11	11.37	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
mff	393508	ZDB-GENE-040426-1510	mff	Human	56947	24858	MFF	12	12.35	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, RoundUp, TreeFam, ZFIN
mfge8b	558580	ZDB-GENE-070209-137	mfge8b	Human	4240	7036	MFGE8	12	12.25	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mfn1b	393620	ZDB-GENE-040426-1553	mfn1b	Human	55669	18262	MFN1	9	9.31	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam, ZFIN
hiat1b	406848	ZDB-GENE-040426-2935	hiat1b	Human	64645	23363	MFSD14A	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
mfsd2ab	445176	ZDB-GENE-040801-89	mfsd2ab	Human	84879	25897	MFSD2A	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
