ZebrafishGeneID	ZebrafishGeneID.1	ZFINID	ZebrafishSymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
cacna2d2b	568759	ZDB-GENE-060503-99	cacna2d2b	Mouse	56808	1929813	Cacna2d2	13	13.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacna2d4b	100150428	ZDB-GENE-100422-18	cacna2d4b	Mouse	319734	2442632	Cacna2d4	12	12.26	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cacnb2a	795492	ZDB-GENE-080808-7	cacnb2a	Mouse	12296	894644	Cacnb2	10	10.31	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
cacnb3b	559015	ZDB-GENE-090127-1	cacnb3b	Mouse	12297	103307	Cacnb3	8	8.51	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam, ZFIN
cacnb4a	562422	ZDB-GENE-080320-2	cacnb4a	Mouse	12298	103301	Cacnb4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacng2a	393614	ZDB-GENE-040426-1401	cacng2a	Mouse	12300	1316660	Cacng2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacng4b	794222	ZDB-GENE-120104-6	cacng4b	Mouse	54377	1859167	Cacng4	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cacng5b	100331116	ZDB-GENE-120104-3	cacng5b	Mouse	140723	2157946	Cacng5	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cacng6b	100003220	ZDB-GENE-100922-272	cacng6b	Mouse	54378	1859168	Cacng6	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cacng8b	100003329	ZDB-GENE-100921-72	cacng8b	Mouse	81905	1932376	Cacng8	13	13.49	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cadm1a	569931	ZDB-GENE-080505-2	cadm1a	Mouse	54725	1889272	Cadm1	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cadpsa	100333933	ZDB-GENE-030616-525	cadpsa	Mouse	27062	1350922	Cadps	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
calb2a	393691	ZDB-GENE-040426-1677	calb2a	Mouse	12308	101914	Calb2	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
calcoco1a	334971	ZDB-GENE-030131-6911	calcoco1a	Mouse	67488	1914738	Calcoco1	14	14.39	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
calcrla	445508	ZDB-GENE-040822-26	calcrla	Mouse	54598	1926944	Calcrl	10	10.47	high	Yes	Yes	Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, ZFIN
calhm2	368657	ZDB-GENE-030616-561	calhm2.1	Mouse	72691	1919941	Calhm2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
calm1b	368217	ZDB-GENE-030804-2	calm1b	Mouse	12315	103249	Calm3	7	6.7	moderate	Yes	No	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, TreeFam
calml4a	560151	ZDB-GENE-081022-9	calml4a	Mouse	75600	1922850	Calml4	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
caln1	562420	ZDB-GENE-130313-1	caln1	Mouse	140904	2155987	Caln1	12	12.39	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
calr3a	30248	ZDB-GENE-000208-17	calr3a	Mouse	73316	1920566	Calr3	6	6.38	high	Yes	Yes	eggNOG, OrthoDB, Panther, Phylome, TreeFam, ZFIN
calua	415241	ZDB-GENE-040625-166	calua	Mouse	12321	1097158	Calu	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
camk1b	794026	ZDB-GENE-141014-1	camk1b	Mouse	52163	1098535	Camk1	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
camk1da	100144566	ZDB-GENE-080402-7	camk1da	Mouse	227541	2442190	Camk1d	10	10.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, orthoMCL, Panther, Phylome, TreeFam, ZFIN
camk1gb	393802	ZDB-GENE-040426-1694	camk1gb	Mouse	215303	2388073	Camk1g	10	9.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, orthoMCL, Panther, Phylome, RoundUp, TreeFam
camk2d2	436815	ZDB-GENE-040718-277	camk2d2	Mouse	108058	1341265	Camk2d	10	10.35	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, Panther, Phylome, RoundUp, TreeFam, ZFIN
camk2g1	791855	ZDB-GENE-050913-146	camk2g1	Mouse	12325	88259	Camk2g	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
camk2n2	436915	ZDB-GENE-040718-389	camk2n2	Mouse	73047	1920297	Camk2n2	11	10.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
camkk1a	541526	ZDB-GENE-050327-62	camkk1a	Mouse	55984	1891766	Camkk1	13	13.17	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam, ZFIN
camkvb	393422	ZDB-GENE-040426-1140	camkvb	Mouse	235604	2384296	Camkv	12	12.26	moderate	Yes	No	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
camsap1b	561094	ZDB-GENE-070705-301	camsap1b	Mouse	227634	3036242	Camsap1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
camsap2a	562741	ZDB-GENE-030131-3016	camsap2a	Mouse	67886	1922434	Camsap2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
camta1a	797322	ZDB-GENE-090312-183	camta1a	Mouse	100072	2140230	Camta1	9	9.35	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, ZFIN
cant1a	406558	ZDB-GENE-040426-2441	cant1a	Mouse	76025	1923275	Cant1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capgb	336597	ZDB-GENE-030131-8541	capgb	Mouse	12332	1098259	Capg	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
capn1a	393417	ZDB-GENE-040426-1263	capn1a	Mouse	268958	1352490	Capn11	8	7.71	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
capn2l	445091	ZDB-GENE-050417-341	capn2l	Mouse	12334	88264	Capn2	12	12.2	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Phylome, RoundUp, TreeFam, ZFIN
capn3a	447832	ZDB-GENE-040912-97	capn3a	Mouse	12335	107437	Capn3	13	13.3	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capn5b	100006332	ZDB-GENE-091116-29	capn5b	Mouse	12337	1100859	Capn5	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capns1a	550598	ZDB-GENE-030113-3	capns1a	Mouse	12336	88266	Capns1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
caprin1a	445090	ZDB-GENE-040801-226	caprin1a	Mouse	53872	1858234	Caprin1	11	11.23	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
capza1a	327029	ZDB-GENE-030131-5237	capza1a	Mouse	12340	106227	Capza1	10	10.5	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, ZFIN
ca4a	555196	ZDB-GENE-080204-85	ca4a	Mouse	12351	1096574	Car4	11	11.22	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
carm1	445251	ZDB-GENE-040724-77	carm1	Mouse	59035	1913208	Carm1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cart1	562883	ZDB-GENE-030131-8025	cart1	Mouse	27220	1351330	Cartpt	6	5.81	moderate	Yes	No	Compara, eggNOG, OMA, Panther, Phylome, TreeFam
caska	259195	ZDB-GENE-020802-4	caska	Mouse	12361	1309489	Cask	11	10.71	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
casp3a	140621	ZDB-GENE-011210-1	casp3a	Mouse	12367	107739	Casp3	14	14.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
casp6	552927	ZDB-GENE-030825-4	casp6a	Mouse	12368	1312921	Casp6	9	8.71	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
casp8	58022	ZDB-GENE-000713-1	casp8	Mouse	12370	1261423	Casp8	8	8.32	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, ZFIN
casq1b	767757	ZDB-GENE-060929-1070	casq1b	Mouse	12372	1309468	Casq1	9	9.33	high	Yes	Yes	Compara, Homologene, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbln13	100144567	ZDB-GENE-070912-288	cbln13	Mouse	56410	1889286	Cbln3	2	1.89	moderate	Yes	No	Compara, TreeFam
cbr1	373866	ZDB-GENE-030902-2	cbr1	Mouse	12408	88284	Cbr1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbsa	550524	ZDB-GENE-050417-367	cbsa	Mouse	12411	88285	Cbs	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cbx1b	415180	ZDB-GENE-040625-68	cbx1b	Mouse	12412	105369	Cbx1	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbx3a	751689	ZDB-GENE-030131-1158	cbx3a	Mouse	12417	108515	Cbx3	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cbx6a	799294	ZDB-GENE-040808-26	cbx6a	Mouse	494448	3512628	Cbx6	11	11.39	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
cbx7b	101882803	ZDB-GENE-110613-2	cbx7b	Mouse	52609	1196439	Cbx7	8	7.83	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, RoundUp, TreeFam
cbx8a	100150672	ZDB-GENE-040405-1	cbx8a	Mouse	30951	1353589	Cbx8	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc106a	503526	ZDB-GENE-050220-4	ccdc106a	Mouse	232821	2385900	Ccdc106	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc127b	792067	ZDB-GENE-060503-656	ccdc127b	Mouse	67433	1914683	Ccdc127	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc149b	436983	ZDB-GENE-040718-465	ccdc149b	Mouse	100503884	2685293	Ccdc149	9	9.57	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
CCDC50	566408	ZDB-GENE-150115-1	ccdc50	Mouse	67501	1914751	Ccdc50	10	10.2	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccdc6b	393211	ZDB-GENE-040426-869	ccdc6b	Mouse	76551	1923801	Ccdc6	11	11.43	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, ZFIN
ccdc80	368419	ZDB-GENE-030616-56	ccdc80	Mouse	67896	1915146	Ccdc80	13	13.36	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccdc85a	100141348	ZDB-GENE-080220-55	ccdc85a	Mouse	216613	2445069	Ccdc85a	11	10.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
ccdc85cb	436901	ZDB-GENE-040718-373	ccdc85cb	Mouse	668158	3644008	Ccdc85c	13	13.4	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccka	100007763	ZDB-GENE-100922-79	ccka	Mouse	12424	88297	Cck	11	11.34	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccl20b	563152	ZDB-GENE-091204-95	ccl20b	Mouse	20297	1329031	Ccl20	7	7.44	high	Yes	Yes	eggNOG, OMA, OrthoFinder, orthoMCL, Panther, RoundUp, ZFIN
ccl39.6	797669	ZDB-GENE-131121-128	ccl39.6	Mouse	20299	1306779	Ccl22	4	4.01	high	Yes	Yes	Hieranoid, OrthoDB, orthoMCL, Panther
ccl38a.5	563208	ZDB-GENE-041014-167	ccl38a.5	Mouse	20307	101878	Ccl8	8	8.06	high	Yes	Yes	Compara, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, TreeFam
ccnd2a	799608	ZDB-GENE-070424-30	ccnd2a	Mouse	12444	88314	Ccnd2	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccni	406239	ZDB-GENE-040426-2898	ccni	Mouse	12453	1341077	Ccni	13	13.37	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
ccnl1a	553269	ZDB-GENE-050419-206	ccnl1a	Mouse	56706	1922664	Ccnl1	10	10.21	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam, ZFIN
ccnt2a	327568	ZDB-GENE-030131-5779	ccnt2a	Mouse	72949	1920199	Ccnt2	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccr6a	558616	ZDB-GENE-040625-126	ccr6a	Mouse	12458	1333797	Ccr6	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccr9a	553366	ZDB-GENE-060130-125	ccr9a	Mouse	12769	1341902	Ccr9	11	10.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
ccsapb	100003801	ZDB-GENE-081107-51	ccsapb	Mouse	73420	1920670	Ccsap	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
ccser2a	793969	ZDB-GENE-131121-492	ccser2a	Mouse	72972	101859	Ccser2	11	11.48	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
cd151l	402948	ZDB-GENE-040426-1868	cd151l	Mouse	12476	1096360	Cd151	13	12.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cd248a	323364	ZDB-GENE-030131-2084	cd248a	Mouse	70445	1917695	Cd248	10	10.39	high	Yes	Yes	eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam, ZFIN
dicp2.1	100884137	ZDB-GENE-120306-16	dicp2.1	Mouse	12504	88335	Cd4	2	2.03	moderate	Yes	No	Compara, Panther
cd44b	100330801	ZDB-GENE-110429-2	cd44b	Mouse	12505	88338	Cd44	4	4	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Panther
cd74a	58113	ZDB-GENE-000901-1	cd74a	Mouse	16149	96534	Cd74	11	11.21	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cd81a	58031	ZDB-GENE-000831-5	cd81a	Mouse	12520	1096398	Cd81	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cd82b	324137	ZDB-GENE-030131-2857	cd82b	Mouse	12521	104651	Cd82	13	13.26	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
hhla2b.1	103909755	ZDB-GENE-131127-591	hhla2b.1	Mouse	12524	101773	Cd86	2	1.83	moderate	Yes	No	Compara, eggNOG
cd9a	322455	ZDB-GENE-030131-1175	cd9a	Mouse	12527	88348	Cd9	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
cd99l2	323266	ZDB-GENE-030131-1986	cd99l2	Mouse	171486	2177151	Cd99l2	11	11.25	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
CDA	402979	ZDB-GENE-040426-1911	cdab	Mouse	72269	1919519	Cda	13	13.38	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
cdc14ab	565969	ZDB-GENE-070705-309	cdc14ab	Mouse	229776	2442676	Cdc14a	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cdc25b	57925	ZDB-GENE-000330-5	cdc25b	Mouse	12530	103198	Cdc25a	11	10.74	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cdc34a	393933	ZDB-GENE-040426-713	cdc34a	Mouse	216150	102657	Cdc34	11	11.46	high	Yes	Yes	Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
cdc42	336839	ZDB-GENE-030131-8783	cdc42	Mouse	12540	106211	Cdc42	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CDC42BPA	567912	ZDB-GENE-120727-12	cdc42bpaa	Mouse	226751	2441841	Cdc42bpa	5	5.54	moderate	Yes	No	Compara, OrthoDB, OrthoFinder, Panther, ZFIN
cdc42ep1a	101883603	ZDB-GENE-121128-3	cdc42ep1a	Mouse	104445	1929763	Cdc42ep1	7	7.58	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, ZFIN
cdc42ep4b	100002938	ZDB-GENE-091008-2	cdc42ep4b	Mouse	56699	1929760	Cdc42ep4	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CDH7	567704	ZDB-GENE-061019-3	cdh7a	Mouse	241201	2442792	Cdh7	11	11.34	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
CDHR1	449008	ZDB-GENE-040924-4	cdhr1a	Mouse	170677	2157782	Cdhr1	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cdk5r1b	436788	ZDB-GENE-040718-220	cdk5r1b	Mouse	12569	101764	Cdk5r1	14	14.4	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cdk6	100034507	ZDB-GENE-060503-786	cdk6	Mouse	12571	1277162	Cdk6	14	14.29	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
cdkn1a	100151416	ZDB-GENE-070705-7	cdkn1a	Mouse	12575	104556	Cdkn1a	8	8.43	high	Yes	Yes	Compara, eggNOG, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam, ZFIN
cdkn1bb	368329	ZDB-GENE-030521-13	cdkn1bb	Mouse	12576	104565	Cdkn1b	12	12.32	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
cdkn1ca	399483	ZDB-GENE-040123-1	cdkn1ca	Mouse	12577	104564	Cdkn1c	8	8.35	high	Yes	Yes	eggNOG, OrthoDB, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, ZFIN
ela2	403061	ZDB-GENE-041117-1	ela2	Mouse	13706	95316	Cela2a	7	6.98	high	Yes	Yes	Compara, Homologene, OMA, OrthoDB, orthoMCL, Panther, RoundUp
celf3a	57922	ZDB-GENE-000501-2	celf3a	Mouse	78784	1926034	Celf3	13	13.36	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
celf5a	568052	ZDB-GENE-050208-746	celf5a	Mouse	319586	2442333	Celf5	8	8.37	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam, ZFIN
celsr1a	368436	ZDB-GENE-030616-78	celsr1a	Mouse	12614	1100883	Celsr1	13	13.22	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam, ZFIN
cep170aa	557463	ZDB-GENE-090312-109	cep170aa	Mouse	545389	1918348	Cep170	11	11.43	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam, ZFIN
