qp_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
4.60881792834747e-77	0.395728191206889	0.388	0.151	7.68336036834807e-73	GST-rich	Lst8
3.2429421172197e-76	0.368519008171717	0.911	0.832	5.40630880361697e-72	GST-rich	Tim17b
2.33752262429428e-71	0.440838864042766	0.726	0.517	3.89688396696099e-67	GST-rich	Rpb12
8.47805368151603e-71	0.397950128641277	0.426	0.194	1.41337632924554e-66	GST-rich	CG6769
1.76589720768798e-68	0.329907700737541	0.311	0.102	2.94392723493663e-64	GST-rich	CG11710
3.75223198976512e-68	0.390083902515719	0.427	0.195	6.25534595013744e-64	GST-rich	CG8549
5.92221000128878e-63	0.308334635421065	0.253	0.073	9.87291629314853e-59	GST-rich	CG12224
4.00811048016107e-62	0.398424813972477	0.396	0.173	6.68192098147652e-58	GST-rich	Fur1
1.58325620583459e-61	0.400889626353199	0.714	0.503	2.63944642074684e-57	GST-rich	Rpb10
7.05532117661809e-61	0.360754978344674	0.4	0.178	1.176192593354e-56	GST-rich	CG32549
2.73585042557041e-59	0.387631845482912	0.673	0.511	4.56093624446842e-55	GST-rich	CG8209
3.47895481181227e-59	0.403928770857064	0.76	0.627	5.79976556677223e-55	GST-rich	alph
4.86411049480204e-58	0.382322729578585	0.409	0.2	8.10895860588448e-54	GST-rich	Clbn
6.41035230635945e-58	0.384769247538303	0.616	0.426	1.06866983299318e-53	GST-rich	AdSS
1.44206101207915e-55	0.308208094247001	0.32	0.123	2.40405991323716e-51	GST-rich	CG33158
3.92371600024127e-55	0.364147854910843	0.423	0.21	6.54122694400223e-51	GST-rich	CG9646
4.74093358331849e-55	0.324365561495277	0.407	0.189	7.90361037675025e-51	GST-rich	CG6512
1.33366495846448e-51	0.314857003499503	0.928	0.845	2.22335285225614e-47	GST-rich	AnxB11
1.99288838509793e-51	0.344688741563565	0.455	0.246	3.32234422679677e-47	GST-rich	bcn92
3.84175747318643e-49	0.342302462742692	0.366	0.173	6.40459388354909e-45	GST-rich	GLS
1.68085696906932e-47	0.350724097891906	0.837	0.692	2.80215665313547e-43	GST-rich	Aldh
9.80582292031032e-46	0.343910859236536	0.454	0.255	1.63472873904493e-41	GST-rich	AMPdeam
2.36109018626971e-43	0.386388075901225	0.62	0.43	3.93617344953023e-39	GST-rich	Gclc
3.27013498886356e-42	0.253874236016909	0.966	0.926	5.45164203993444e-38	GST-rich	lost
6.52171379199839e-42	0.329847693517953	0.414	0.229	1.08723490626405e-37	GST-rich	Aprt
6.88811440047293e-42	0.354554343375061	0.39	0.231	1.14831755170284e-37	GST-rich	CG31694
1.69241778588365e-39	0.264536688048164	0.303	0.135	2.82142969084663e-35	GST-rich	l(3)72Ab
1.29391611878385e-38	0.310580754717098	0.628	0.437	2.15708756162455e-34	GST-rich	Nedd4
1.7934370789454e-38	0.298241897829678	0.335	0.156	2.98983895430987e-34	GST-rich	RnrL
1.7981433943504e-37	0.282709596797797	0.843	0.733	2.99768485272155e-33	GST-rich	Tom20
1.89352807763329e-35	0.297828963973566	0.354	0.197	3.15670065822246e-31	GST-rich	CG6686
2.60466115337906e-34	0.280191470100897	0.771	0.652	4.34223060879824e-30	GST-rich	eRF3
8.62537393592623e-34	0.286103224437784	0.594	0.419	1.43793608885826e-29	GST-rich	ytr
2.75553939652975e-33	0.267309279577339	0.303	0.156	4.59375972795474e-29	GST-rich	CG14906
4.18695138928808e-33	0.287336733458788	0.506	0.331	6.98006666108216e-29	GST-rich	mRpL30
1.10956773977238e-31	0.295778777998787	0.455	0.305	1.84976037897454e-27	GST-rich	Pop2
9.42427753462637e-31	0.259395739120113	0.283	0.14	1.57112130779756e-26	GST-rich	XRCC1
4.81466257093876e-30	0.251861704562701	0.405	0.239	8.02652397201201e-26	GST-rich	Ccdc56
4.12536699092697e-29	0.253719498322417	0.775	0.68	6.87739931057435e-25	GST-rich	eIF2alpha
5.58275038120985e-26	0.298899397181455	0.619	0.465	9.30700316051494e-22	GST-rich	CG3376
4.44227637485701e-25	0.298594161101285	0.587	0.419	7.40571894452412e-21	GST-rich	h
5.71752174558807e-24	0.263436665071411	0.452	0.308	9.53168050206988e-20	GST-rich	kraken
5.36624293751342e-23	0.250309599409928	0.67	0.537	8.94606360112863e-19	GST-rich	Sfxn1-3
4.93417254223879e-20	0.257566119801753	0.492	0.359	8.22575904516628e-16	GST-rich	Hers
1.73019690840096e-17	0.301531296703491	0.299	0.193	2.88441126599524e-13	GST-rich	foi
2.30745394151181e-86	0.929613680307623	0.478	0.046	3.84675646589435e-82	Adipohemocyte	CG15309
7.89413262440551e-65	0.694137387166902	0.416	0.033	1.31603084981464e-60	Adipohemocyte	CG43867
1.73817764223397e-62	0.422995584329341	1	1	2.89771594736825e-58	Adipohemocyte	RpS26
7.64060888202919e-59	0.385142960797013	1	1	1.27376590672309e-54	Adipohemocyte	eEF1alpha1
8.16914915338112e-58	0.929357791043425	0.663	0.224	1.36187885536017e-53	Adipohemocyte	CG5059
1.5822362023466e-54	1.03786494495242	0.826	0.526	2.63774597293201e-50	Adipohemocyte	Eip75B
2.35227642775515e-50	0.436366309042407	1	0.997	3.9214800327106e-46	Adipohemocyte	RpL5
1.00325066733024e-46	0.410407626331899	1	0.998	1.67251918750624e-42	Adipohemocyte	RpS19a
2.23311076320887e-46	0.417094699804385	1	0.991	3.72281895334551e-42	Adipohemocyte	eIF4A
1.90722958565564e-43	0.392793756763103	1	0.998	3.17954244224652e-39	Adipohemocyte	RpS18
5.0467000075285e-43	0.373303517958148	1	0.999	8.41335358255076e-39	Adipohemocyte	RpL37A
2.65445220849133e-42	0.537303750645187	0.354	0.04	4.4252372767759e-38	Adipohemocyte	fz
1.67699561609889e-41	0.34736353203003	1	1	2.79571939159846e-37	Adipohemocyte	RpL15
5.04868021953109e-40	0.430682959088513	1	0.991	8.41665479398028e-36	Adipohemocyte	Rack1
3.46326478809001e-39	0.509268354712494	0.978	0.952	5.77360872822486e-35	Adipohemocyte	RpS14b
3.60418210398897e-39	0.666779398514038	0.506	0.145	6.00853198556001e-35	Adipohemocyte	Utx
5.86637161925296e-37	0.382551837412194	0.994	0.995	9.77982812645662e-33	Adipohemocyte	RpL3
1.62369094227236e-36	0.345362234198411	1	0.999	2.70685516986224e-32	Adipohemocyte	RpL36
2.53938558063596e-35	0.321195328684639	1	0.998	4.2334097014782e-31	Adipohemocyte	RpL12
9.09250258854721e-35	0.331499828679902	1	0.998	1.51581110653671e-30	Adipohemocyte	RpS17
9.84482510887529e-35	0.324187914360448	1	0.999	1.6412307939006e-30	Adipohemocyte	RpL26
1.31776710103368e-34	0.334199560831652	1	0.998	2.19684953413324e-30	Adipohemocyte	RpL11
1.55411241729645e-34	0.680461471948938	0.685	0.377	2.5908608108749e-30	Adipohemocyte	Sply
2.17762342793615e-34	0.341673084042852	1	0.999	3.63031601671236e-30	Adipohemocyte	RpS29
8.0506765107168e-33	0.315999756337264	1	0.998	1.3421282811016e-28	Adipohemocyte	RpL10Ab
1.53304602826012e-32	0.325407031083695	1	0.999	2.55574103371244e-28	Adipohemocyte	RpL27
1.57879162369847e-31	0.659653140774054	0.275	0.03	2.63200351586771e-27	Adipohemocyte	NLaz
1.11196032766903e-30	0.283082465161758	0.994	0.999	1.85374906225705e-26	Adipohemocyte	RpL37a
4.79311628322705e-29	0.310665561823559	1	0.998	7.99060415576782e-25	Adipohemocyte	RpL17
8.4781736664728e-29	0.285624153797655	1	0.999	1.41339633193768e-24	Adipohemocyte	RpS27A
1.02641779840961e-28	0.313286011754439	1	0.998	1.71114111172866e-24	Adipohemocyte	RpS16
2.46573204206319e-28	0.437870148797651	0.264	0.035	4.11062188732355e-24	Adipohemocyte	CG13893
2.84121304538875e-28	0.571414697463422	0.82	0.615	4.73658626796758e-24	Adipohemocyte	Non1
1.98966651418956e-27	0.29615536069355	0.994	0.998	3.31697304580542e-23	Adipohemocyte	RpS6
6.18741694830505e-27	0.267990349807269	1	0.999	1.03150427945193e-22	Adipohemocyte	RpS15
1.442994020102e-26	0.266242500624575	1	0.999	2.40561533091205e-22	Adipohemocyte	RpL19
3.90229122146949e-26	0.361040871044692	0.281	0.041	6.50550969531179e-22	Adipohemocyte	CG33181
3.98068264977976e-26	0.250773766726598	1	0.999	6.63619604544785e-22	Adipohemocyte	RpS8
1.04214718528702e-25	0.273961779613162	1	0.998	1.73736357259199e-21	Adipohemocyte	RpL7
1.60965192602962e-25	0.314685600543247	1	0.996	2.68345072588398e-21	Adipohemocyte	RpS9
2.23178111406991e-25	0.544653365295838	0.438	0.147	3.72060229526594e-21	Adipohemocyte	P5cr-2
2.81099118907163e-25	0.273158237786857	0.994	0.998	4.68620341130131e-21	Adipohemocyte	RpL32
1.12931957499582e-24	0.256966694365704	1	0.999	1.88268866347554e-20	Adipohemocyte	RpL28
1.00459505096633e-23	0.328803005636624	0.994	0.987	1.67476040946597e-19	Adipohemocyte	eEF1beta
1.13594094288015e-23	0.275910941561733	1	0.997	1.89372714587549e-19	Adipohemocyte	RpL8
1.22194382746718e-23	0.358003204846253	0.287	0.051	2.03710255477053e-19	Adipohemocyte	GC1
6.34176758319507e-23	0.253635526256745	1	0.999	1.05723607379445e-18	Adipohemocyte	RpS23
1.01576834695758e-21	0.268128262733013	1	0.997	1.69338741121298e-17	Adipohemocyte	RpL7A
1.09925249584584e-21	0.374567198202414	0.331	0.078	1.83256383582461e-17	Adipohemocyte	Rchy1
1.99579571446228e-21	0.261724652953925	1	0.998	3.32719103558006e-17	Adipohemocyte	RpS24
5.01193535075863e-21	0.262864590341207	1	0.998	8.35539742324972e-17	Adipohemocyte	RpL6
6.26226245100505e-21	0.368442028485361	0.292	0.066	1.04398177320705e-16	Adipohemocyte	sro
1.36927352031549e-20	0.572024779086004	0.528	0.273	2.28271588571795e-16	Adipohemocyte	Mthfs
1.64045469216689e-20	0.292662969745074	1	0.994	2.73480201731142e-16	Adipohemocyte	RpL4
2.17640831159914e-20	0.25221803360715	1	0.999	3.62829029626693e-16	Adipohemocyte	RpL18
8.90538785407892e-19	0.550901969486747	0.691	0.475	1.4846172091535e-14	Adipohemocyte	Paip2
1.03118719295713e-18	0.434015722779065	0.809	0.605	1.71909216937884e-14	Adipohemocyte	CG13585
3.88196181736915e-18	0.473763191377028	0.354	0.149	6.47161854573611e-14	Adipohemocyte	Cerk
1.10003270110859e-17	0.350429837027529	0.326	0.093	1.83386451601813e-13	Adipohemocyte	CG16721
4.68652313104113e-16	0.386531653067359	0.331	0.104	7.81290271175867e-12	Adipohemocyte	Samuel
6.11385601572946e-16	0.394535313572273	0.865	0.756	1.01924093638226e-11	Adipohemocyte	Ip259
1.8536462867148e-15	0.298325445870618	0.27	0.07	3.09021372458224e-11	Adipohemocyte	CG10011
8.01638558033031e-15	0.391829991369581	0.281	0.125	1.33641164009687e-10	Adipohemocyte	CG8031
8.66970372163245e-15	0.510949462349057	0.539	0.312	1.44532630743335e-10	Adipohemocyte	CG5151
5.0561777276389e-14	0.419026565818715	0.539	0.362	8.42915388974681e-10	Adipohemocyte	LTV1
9.55269166345409e-13	0.389854055399956	0.562	0.342	1.59252922721443e-08	Adipohemocyte	UbcE2H
1.06707300836313e-12	0.42241650403091	0.506	0.296	1.77891741224217e-08	Adipohemocyte	SelR
1.47983528398415e-12	0.370089781687582	0.343	0.143	2.46703340192997e-08	Adipohemocyte	Ent1
1.68390369976985e-12	0.364283503400999	0.444	0.206	2.80723585788632e-08	Adipohemocyte	CG2641
2.46920714550451e-12	0.404100345307695	0.438	0.238	4.11641523227056e-08	Adipohemocyte	CG10082
6.58921089155131e-12	0.332749746569745	0.32	0.125	1.09848734773052e-07	Adipohemocyte	CG1544
2.03916348953882e-11	0.305562295962739	0.303	0.122	3.39948945341017e-07	Adipohemocyte	ScpX
1.15376081369542e-10	0.383296877478069	0.466	0.251	1.92343465251163e-06	Adipohemocyte	InR
2.1230245684128e-10	0.334628320556796	0.326	0.142	3.53929425800098e-06	Adipohemocyte	CG15118
2.46155573839591e-10	0.37236009366255	0.5	0.285	4.10365957147983e-06	Adipohemocyte	Ehbp1
4.88813283399272e-10	0.316917424855525	0.365	0.173	8.14900624754926e-06	Adipohemocyte	Pde9
4.97609081088928e-10	0.305008929275422	0.371	0.18	8.29564099083352e-06	Adipohemocyte	Dip-C
9.85246381869664e-10	0.269647956109508	0.264	0.101	1.64250424321492e-05	Adipohemocyte	mats
1.0424429728529e-09	0.351611694980427	0.5	0.306	1.73785668004307e-05	Adipohemocyte	REPTOR-BP
1.87426521172491e-09	0.263340342316583	0.253	0.092	3.12458753446661e-05	Adipohemocyte	Orct
2.87406713714477e-09	0.313026597358516	0.281	0.127	4.79135732433404e-05	Adipohemocyte	Tango9
1.22235892600363e-08	0.353837132539802	0.764	0.633	0.000203779456554064	Adipohemocyte	Tis11
1.26811333930084e-08	0.322094672754674	0.41	0.226	0.000211407174794843	Adipohemocyte	Atg17
1.50345805898832e-08	0.268371969393126	0.32	0.155	0.000250641493013943	Adipohemocyte	CG4452
5.90296782323959e-08	0.316310807737285	0.663	0.542	0.000984083765812271	Adipohemocyte	eIF3l
3.99168586748839e-07	0.25773573378756	0.815	0.761	0.00665453950968989	Adipohemocyte	PRL-1
6.10316210875581e-07	0.274202113146578	0.303	0.173	0.0101745815515068	Adipohemocyte	CG10383
6.22373032622669e-07	0.276396811570653	0.41	0.252	0.0103755808268525	Adipohemocyte	Pngl
6.75026432845404e-07	0.295168225951364	0.427	0.272	0.0112533656619657	Adipohemocyte	ZnT41F
9.20911224018117e-07	0.274706510552251	0.326	0.178	0.015352511015606	Adipohemocyte	Mef2
1.08994700306177e-06	0.277816944550918	0.371	0.21	0.0181705064880428	Adipohemocyte	CG6966
1.6183834907277e-06	0.295687771304036	0.36	0.219	0.0269800711739215	Adipohemocyte	CG10375
2.18235334849146e-06	0.296303059557508	0.697	0.586	0.0363820126727012	Adipohemocyte	LManII
2.54361622892034e-06	0.263371743047165	0.343	0.203	0.042404626152331	Adipohemocyte	Pak
