FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	MouseGeneID	MGIID	MouseSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
stas	32737	FBgn0030850	stas	Mouse	233724	1289225	Tmem41b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stc	34888	FBgn0001978	stc	Mouse	74164	1921414	Nfx1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stck	40999	FBgn0020249	stck	Mouse	110829	1195263	Lims1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ste14	39478	FBgn0036336	ste14	Mouse	57295	1888594	Icmt	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sti	39429	FBgn0002466	sti	Mouse	12704	105313	Cit	13	12.84	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
stmA	35865	FBgn0086784	stmA	Mouse	668212	2444851	Efr3b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stops	43683	FBgn0086704	stops	Mouse	66772	1914022	Asb17	4	3.99	high	Yes	Yes	Compara, OrthoFinder, Panther, TreeFam
strat	34142	FBgn0032020	strat	Mouse	98710	2138605	Rabif	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stumps	41770	FBgn0020299	stumps	Mouse	83490	1933177	Pik3ap1	7	6.96	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, RoundUp
stv	39518	FBgn0086708	stv	Mouse	29810	1352493	Bag3	9	8.86	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoInspector, orthoMCL, Panther, RoundUp
stx	32005	FBgn0052676	stx	Mouse	59090	1890222	Midn	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
sty	38424	FBgn0014388	sty	Mouse	24064	1345138	Spry2	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
su(f)	3354994	FBgn0003559	su(f)	Mouse	228410	1351825	Cstf3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
su(r)	31858	FBgn0086450	su(r)	Mouse	99586	2139667	Dpyd	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
su(sable)	31012	FBgn0003575	su(sable)	Mouse	78751	1926001	Zc3h6	6	6.08	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp
su(w[a])	31054	FBgn0003638	su(w[a])	Mouse	231769	101760	Sfswap	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sub	44870	FBgn0003545	sub	Mouse	19348	1201682	Kif20a	8	7.89	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp
subdued	42340	FBgn0038721	subdued	Mouse	101772	2142149	Ano1	10	9.9	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
sud1	19834718	FBgn0265189	sud1	Mouse	270086	2442978	Ogfod1	3	3.11	moderate	Yes	No	OMA, OrthoFinder, Panther
sug	36424	FBgn0033782	sug	Mouse	83396	1932535	Glis2	10	9.68	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sv	43825	FBgn0005561	sv	Mouse	18507	97489	Pax5	8	8.05	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
svp	41491	FBgn0003651	svp	Mouse	11819	1352452	Nr2f2	10	9.66	high	Yes	Yes	eggNOG, Homologene, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
svr	30998	FBgn0004648	svr	Mouse	12874	107265	Cpd	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
swm	35235	FBgn0002044	swm	Mouse	74213	1921463	Rbm26	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sws	31716	FBgn0003656	sws	Mouse	241274	2385325	Pnpla7	12	11.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
sxc	35486	FBgn0261403	sxc	Mouse	108155	1339639	Ogt	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
syd	43905	FBgn0024187	syd	Mouse	30957	1353598	Mapk8ip3	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tacc	40589	FBgn0026620	tacc	Mouse	21335	1341163	Tacc3	6	5.86	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
tam	34792	FBgn0004406	tam	Mouse	18975	1196389	Polg	13	12.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
tamo	37864	FBgn0041582	tamo	Mouse	263876	2146885	Spata2	8	7.87	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
tank	33684	FBgn0031635	tank	Mouse	13663	108090	Ei24	12	11.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tapas	37304	FBgn0027529	tapas	Mouse	100121	2140279	Tdrd7	6	5.88	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
tau	326116	FBgn0266579	tau	Mouse	17758	97178	Map4	6	5.86	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoInspector, Panther, Phylome
tbrd-1	42823	FBgn0039124	tbrd-1	Mouse	14312	99495	Brd2	8	7.75	moderate	Yes	No	Compara, eggNOG, Inparanoid, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
tefu	41839	FBgn0045035	tefu	Mouse	11920	107202	Atm	12	11.81	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tej	36590	FBgn0033921	tej	Mouse	214575	2684949	Tdrd5	7	6.92	high	Yes	Yes	eggNOG, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
temp	31212	FBgn0027296	temp	Mouse	72351	1921875	Ptar1	11	10.89	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
teq	39048	FBgn0023479	teq	Mouse	19142	1100881	Prss12	5	4.83	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
tex	40983	FBgn0037569	tex	Mouse	73666	1920916	Thoc3	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tfc	38141	FBgn0035199	tfc	Mouse	14128	95497	Fcer2a	5	4.99	high	Yes	Yes	Compara, Inparanoid, OrthoInspector, Panther, Phylome
tgo	41084	FBgn0264075	tgo	Mouse	11864	107188	Arnt2	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tho2	326153	FBgn0031390	tho2	Mouse	331401	2442413	Thoc2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
thoc5	37810	FBgn0034939	thoc5	Mouse	107829	1351333	Thoc5	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
thoc6	39394	FBgn0036263	thoc6	Mouse	386612	2677480	Thoc6	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
thoc7	38033	FBgn0035110	thoc7	Mouse	66231	1913481	Thoc7	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tilB	33130	FBgn0014395	tilB	Mouse	54562	1859553	Lrrc6	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tin	42536	FBgn0004110	tin	Mouse	18089	97348	Nkx2-3	5	4.92	high	Yes	Yes	eggNOG, Inparanoid, Panther, Phylome, TreeFam
tj	35227	FBgn0000964	tj	Mouse	17132	96909	Maf	9	8.98	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, Panther, RoundUp, TreeFam
tko	31228	FBgn0003714	tko	Mouse	24030	1346333	Mrps12	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tkv	33753	FBgn0003716	tkv	Mouse	12167	107191	Bmpr1b	14	13.75	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tmod	43633	FBgn0082582	tmod	Mouse	21916	98775	Tmod1	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
tn	37190	FBgn0265356	tn	Mouse	80890	1933163	Trim2	5	5.04	moderate	Yes	No	Inparanoid, Isobase, OrthoDB, OrthoInspector, RoundUp
tna	39217	FBgn0026160	tna	Mouse	52915	106374	Zmiz2	12	11.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
toc	33526	FBgn0015600	toc	Mouse	77521	1915388	Mtus2	6	6.18	high	Yes	Yes	Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp
tok	42944	FBgn0004885	tok	Mouse	12153	88176	Bmp1	11	10.85	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
tor	35717	FBgn0003733	tor	Mouse	21687	98664	Tek	3	2.91	high	Yes	Yes	eggNOG, Panther, Phylome
tos	35119	FBgn0015553	tos	Mouse	26909	1349427	Exo1	11	10.73	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tou	36241	FBgn0033636	tou	Mouse	407823	2442782	Baz2b	10	9.84	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
tow	38755	FBgn0035719	tow	Mouse	69399	1916649	1700025G04Rik	2	2.03	high	Yes	Yes	Compara, Panther
tra2	36619	FBgn0003742	tra2	Mouse	101214	1933972	Tra2a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tral	39430	FBgn0041775	tral	Mouse	67070	1914320	Lsm14a	11	10.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
trbd	41179	FBgn0037734	trbd	Mouse	360216	106441	Zranb1	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trbl	43999	FBgn0028978	trbl	Mouse	217410	2145021	Trib2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trc	40165	FBgn0003744	trc	Mouse	106504	2442572	Stk38	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trio	43974	FBgn0024277	trio	Mouse	223435	1927230	Trio	12	11.9	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
trol	45320	FBgn0284408	trol	Mouse	15530	96257	Hspg2	9	8.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
trr	31149	FBgn0023518	trr	Mouse	231051	2444959	Kmt2c	9	8.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
trsn	36110	FBgn0033528	trsn	Mouse	22099	109263	Tsn	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trus	41540	FBgn0038055	trus	Mouse	68079	1915329	Pdcd2l	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
trx	41737	FBgn0003862	trx	Mouse	75410	109565	Kmt2b	8	7.89	high	Yes	Yes	eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tst	42813	FBgn0039117	tst	Mouse	108077	1099835	Skiv2l	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tsu	35924	FBgn0033378	tsu	Mouse	545388	3612447	Rbm8a2	11	10.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ttv	36614	FBgn0265974	ttv	Mouse	14042	894663	Ext1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tun	36743	FBgn0034046	tun	Mouse	76773	1924023	Wdyhv1	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tup	35147	FBgn0003896	tup	Mouse	16392	101791	Isl1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tw	31024	FBgn0086368	tw	Mouse	217734	2444430	Pomt2	14	13.75	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tweek	35026	FBgn0261671	tweek	Mouse	229227	2444631	4932438A13Rik	11	10.94	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
twi	37655	FBgn0003900	twi	Mouse	22160	98872	Twist1	10	9.77	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
twin	42880	FBgn0011725	twin	Mouse	231464	2443154	Cnot6l	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
twr	40815	FBgn0262801	twr	Mouse	66286	1913536	Sec11c	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
tws	47877	FBgn0004889	tws	Mouse	52432	1289252	Ppp2r2d	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
twz	37456	FBgn0034636	twz	Mouse	233107	2385276	Kctd15	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
tzn	40299	FBgn0037024	tzn	Mouse	14651	95745	Hagh	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ubl	35592	FBgn0022224	ubl	Mouse	66177	1913427	Ubl5	12	11.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
uex	5740320	FBgn0262124	uex	Mouse	94219	2151054	Cnnm2	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
unc-104	36876	FBgn0267002	unc-104	Mouse	16560	108391	Kif1a	12	11.81	high	Yes	Yes	eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-119	31664	FBgn0025549	unc-119	Mouse	22248	1328357	Unc119	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-13	43841	FBgn0025726	unc-13	Mouse	382018	3051532	Unc13a	10	9.73	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-45	44910	FBgn0010812	unc-45	Mouse	217012	2443377	Unc45b	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc-5	36703	FBgn0034013	unc-5	Mouse	22253	1095412	Unc5c	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unc79	42310	FBgn0038693	unc79	Mouse	217843	2684729	Unc79	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
unc80	43324	FBgn0039536	unc80	Mouse	329178	2652882	Unc80	14	13.85	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
und	34294	FBgn0283478	und	Mouse	56307	1929701	Metap2	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unk	42738	FBgn0004395	unk	Mouse	217331	2442456	Unk	12	11.74	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
unpg	35942	FBgn0015561	unpg	Mouse	14472	95668	Gbx2	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
up	32314	FBgn0004169	up	Mouse	21957	109550	Tnnt3	10	9.78	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
upSET	39551	FBgn0036398	upSET	Mouse	72895	1920145	Setd5	10	9.86	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
uri	37924	FBgn0035025	uri	Mouse	19777	1342294	Uri1	8	7.82	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
ush	33225	FBgn0003963	ush	Mouse	22761	1095400	Zfpm1	6	5.96	high	Yes	Yes	Compara, Inparanoid, OMA, Panther, Phylome, TreeFam
usp	31165	FBgn0003964	usp	Mouse	20181	98214	Rxra	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
v	32026	FBgn0003965	v	Mouse	56720	1928486	Tdo2	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vap	32569	FBgn0003969	vap	Mouse	218397	97860	Rasa1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vari	35343	FBgn0250785	vari	Mouse	56524	1927340	Mpp6	12	11.71	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
veli	43003	FBgn0039269	veli	Mouse	22342	1330858	Lin7b	13	12.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
vg	36421	FBgn0003975	vg	Mouse	215031	2447460	Vgll2	8	7.82	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
viaf	39364	FBgn0036237	viaf	Mouse	68833	1916083	Pdcl3	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vib	42306	FBgn0267975	vib	Mouse	56305	1927542	Pitpnb	13	12.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vih	44118	FBgn0264848	vih	Mouse	68612	1915862	Ube2c	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vilya	31264	FBgn0283545	vilya	Mouse	671564	3645767	Rnf212	2	2	moderate	Yes	No	eggNOG, Panther
vimar	35609	FBgn0022960	vimar	Mouse	229877	2385189	Rap1gds1	13	12.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vito	326214	FBgn0052418	vito	Mouse	97961	2146285	Nol12	7	7.04	high	Yes	Yes	Hieranoid, Inparanoid, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
vkg	33726	FBgn0016075	vkg	Mouse	12826	88454	Col4a1	7	6.78	moderate	Yes	No	eggNOG, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
vls	35289	FBgn0003978	vls	Mouse	70465	1917715	Wdr77	7	6.78	high	Yes	Yes	eggNOG, OMA, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
vn	38657	FBgn0003984	vn	Mouse	100042150	1098246	Nrg2	5	5.03	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp
vnd	31003	FBgn0261930	vnd	Mouse	18088	97347	Nkx2-2	9	8.8	high	Yes	Yes	eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
vri	33759	FBgn0016076	vri	Mouse	18030	109495	Nfil3	6	5.96	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp
vsg	39137	FBgn0045823	vsg	Mouse	53599	1859568	Cd164	8	7.91	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
vtd	3354896	FBgn0260987	vtd	Mouse	19357	108016	Rad21	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
