FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	ZebrafishGeneID	ZFINID	ZebrafishSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
row	36685	FBgn0033998	row	Zebrafish	100535215	ZDB-GENE-040914-76	pogza	6	5.8	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, Phylome, RoundUp, TreeFam
rswl	37124	FBgn0034351	rswl	Zebrafish	492460	ZDB-GENE-041114-12	trmt10c	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
rt	39297	FBgn0003292	rt	Zebrafish	569769	ZDB-GENE-060929-966	pomt1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
rtet	42500	FBgn0028468	rtet	Zebrafish	550360	ZDB-GENE-050417-154	mfsd10	9	8.82	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
rtp	40627	FBgn0087005	rtp	Zebrafish	550131	ZDB-GENE-050417-7	morn4	11	10.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
rudhira	32136	FBgn0266019	rudhira	Zebrafish	393594	ZDB-GENE-040426-1257	bcas3	7	6.8	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoFinder, Panther, Phylome, TreeFam
rump	41138	FBgn0267790	rump	Zebrafish	555643	ZDB-GENE-030131-6898	hnrnpm	11	10.9	high	Yes	Yes	Compara, eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
rush	31105	FBgn0025381	rush	Zebrafish	393214	ZDB-GENE-040426-884	plekhf2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
rut	32406	FBgn0003301	rut	Zebrafish	557026	ZDB-GENE-070705-302	adcy1a	8	7.78	high	Yes	Yes	eggNOG, Homologene, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
ry	41605	FBgn0003308	ry	Zebrafish	560486	ZDB-GENE-070719-9	xdh	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
salm	34569	FBgn0261648	salm	Zebrafish	555721	ZDB-GENE-020228-2	sall1a	10	10.56	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam, ZFIN
salr	34568	FBgn0000287	salr	Zebrafish	568041	ZDB-GENE-030131-9140	sall3b	8	7.78	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
san	44724	FBgn0024188	san	Zebrafish	445229	ZDB-GENE-040801-142	naa50	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sav	252554	FBgn0053193	sav	Zebrafish	447821	ZDB-GENE-040912-28	sav1	8	7.74	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
sax	35731	FBgn0003317	sax	Zebrafish	30615	ZDB-GENE-990415-9	acvr1l	12	11.87	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sba	42824	FBgn0016754	sba	Zebrafish	561863	ZDB-GENE-041027-3	mbd6	4	4.04	high	Yes	Yes	Compara, OMA, OrthoInspector, Panther
sbb	44027	FBgn0285917	sbb	Zebrafish	793767	ZDB-GENE-030131-6219	znf609a	7	7.07	high	Yes	Yes	Compara, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
sbm	32397	FBgn0030574	sbm	Zebrafish	567117	ZDB-GENE-080116-2	slc7a9	11	10.94	high	Yes	Yes	Compara, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
sca	36411	FBgn0003326	sca	Zebrafish	100536295	ZDB-GENE-070103-5	tnxba	4	3.9	high	Yes	Yes	eggNOG, OrthoFinder, orthoMCL, Panther
scaf6	3346235	FBgn0261872	scaf6	Zebrafish	337851	ZDB-GENE-040407-1	cherp	8	7.81	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, TreeFam
scat	47942	FBgn0011232	scat	Zebrafish	562169	ZDB-GENE-081022-176	vps54	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
scf	38145	FBgn0025682	scf	Zebrafish	415241	ZDB-GENE-040625-166	calua	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
schlank	50392	FBgn0040918	schlank	Zebrafish	564867	ZDB-GENE-070522-1	cers6	10	10.03	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
scny	38648	FBgn0260936	scny	Zebrafish	327239	ZDB-GENE-030131-5450	usp36	9	8.89	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
scrib	44448	FBgn0263289	scrib	Zebrafish	368473	ZDB-GENE-030616-572	scrib	8	8	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoInspector, Panther, Phylome, RoundUp
scu	32789	FBgn0021765	scu	Zebrafish	450078	ZDB-GENE-041010-201	hsd17b10	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sds22	42091	FBgn0028992	sds22	Zebrafish	560323	ZDB-GENE-051113-288	ppp1r7	13	12.7	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
sdt	44861	FBgn0261873	sdt	Zebrafish	252845	ZDB-GENE-020712-1	mpp5a	10	9.84	high	Yes	Yes	Compara, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sea	3772221	FBgn0037912	sea	Zebrafish	795332	ZDB-GENE-130114-1	slc25a1b	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sei	37843	FBgn0003353	sei	Zebrafish	560289	ZDB-GENE-120214-39	kcnh7	7	6.7	high	Yes	Yes	Compara, eggNOG, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
sel	36046	FBgn0263260	sel	Zebrafish	664684	ZDB-GENE-060315-4	cnpy2	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
senju	33734	FBgn0031676	senju	Zebrafish	368418	ZDB-GENE-030616-55	slc35a5	5	4.88	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector
sens	45328	FBgn0002573	sens	Zebrafish	798697	ZDB-GENE-040116-8	gfi1ab	2	1.83	moderate	Yes	No	Compara, eggNOG
sesB	32007	FBgn0003360	sesB	Zebrafish	327067	ZDB-GENE-030131-5275	slc25a4	12	11.91	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
sev	32039	FBgn0003366	sev	Zebrafish	245951	ZDB-GENE-020506-1	ros1	6	5.94	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, Panther
sgl	38760	FBgn0261445	sgl	Zebrafish	116991	ZDB-GENE-011022-1	ugdh	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
shams	43008	FBgn0039273	shams	Zebrafish	567541	ZDB-GENE-070424-64	gxylt2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
shf	31617	FBgn0003390	shf	Zebrafish	30476	ZDB-GENE-990712-17	wif1	11	10.81	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
shi	45928	FBgn0003392	shi	Zebrafish	100333543	ZDB-GENE-100920-3	dnm1b	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
shn	36171	FBgn0003396	shn	Zebrafish	562048	ZDB-GENE-041014-354	hivep2a	6	6.14	high	Yes	Yes	Hieranoid, Inparanoid, OrthoFinder, Panther, RoundUp, TreeFam
shop	32878	FBgn0030966	shop	Zebrafish	566675	ZDB-GENE-070718-3	suox	8	8.05	high	Yes	Yes	Compara, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
shot	36542	FBgn0013733	shot	Zebrafish	562190	ZDB-GENE-030131-3606	macf1a	7	6.83	high	Yes	Yes	eggNOG, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome
shps	42892	FBgn0286199	shps	Zebrafish	404730	ZDB-GENE-040329-3	mao	4	3.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB
shtd	32473	FBgn0004391	shtd	Zebrafish	568795	ZDB-GENE-081107-12	anapc1	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
shv	33220	FBgn0031256	shv	Zebrafish	386709	ZDB-GENE-031113-9	dnajb11	12	11.8	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sicily	32151	FBgn0030352	sicily	Zebrafish	569692	ZDB-GENE-100112-1	ndufaf6	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
sick	35277	FBgn0263873	sick	Zebrafish	567779	ZDB-GENE-021205-1	nav3	6	6.18	high	Yes	Yes	Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, RoundUp
sif	43892	FBgn0085447	sif	Zebrafish	567621	ZDB-GENE-080325-1	tiam1a	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sigmar	37751	FBgn0034894	sigmar	Zebrafish	393303	ZDB-GENE-040426-695	tnfaip8l1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sima	43580	FBgn0266411	sima	Zebrafish	393202	ZDB-GENE-040426-706	hif1ab	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
simj	39212	FBgn0010762	simj	Zebrafish	405852	ZDB-GENE-040426-2372	gatad2ab	9	8.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
sina	39884	FBgn0003410	sina	Zebrafish	80955	ZDB-GENE-010319-31	siah1	12	11.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sip1	44238	FBgn0024191	sip1	Zebrafish	436994	ZDB-GENE-040718-479	tfip11	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sip3	43747	FBgn0039875	sip3	Zebrafish	335226	ZDB-GENE-030131-7166	syvn1	11	10.77	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
siz	40327	FBgn0026179	siz	Zebrafish	100148736	ZDB-GENE-120813-1	iqsec1b	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
skd	43906	FBgn0003415	skd	Zebrafish	564707	ZDB-GENE-030131-3529	med13b	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sktl	37356	FBgn0016984	sktl	Zebrafish	449831	ZDB-GENE-041010-81	pip5k1ba	11	10.83	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
sl	32601	FBgn0003416	sl	Zebrafish	561747	ZDB-GENE-030131-9532	plcg2	8	7.92	high	Yes	Yes	Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
slbo	37889	FBgn0005638	slbo	Zebrafish	140815	ZDB-GENE-020111-2	cebpa	7	6.96	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, Panther, RoundUp
sli	36746	FBgn0264089	sli	Zebrafish	80354	ZDB-GENE-010306-4	slit3	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
slim	37121	FBgn0261477	slim	Zebrafish	393231	ZDB-GENE-040426-776	klhdc10	11	10.85	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sll	42115	FBgn0038524	sll	Zebrafish	402931	ZDB-GENE-050213-1	slc35b2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
slmo	44132	FBgn0029161	slmo	Zebrafish	378855	ZDB-GENE-031002-13	prelid3b	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
slo	42940	FBgn0003429	slo	Zebrafish	568554	ZDB-GENE-070202-9	kcnma1a	11	10.93	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
slou	42547	FBgn0002941	slou	Zebrafish	407077	ZDB-GENE-040615-2	nkx1.2lb	6	5.92	high	Yes	Yes	Compara, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
slow	38540	FBgn0035539	slow	Zebrafish	678640	ZDB-GENE-040429-2	egfl7	7	6.87	high	Yes	Yes	eggNOG, Homologene, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
slp2	33608	FBgn0004567	slp2	Zebrafish	405850	ZDB-GENE-040426-2437	foxg1b	11	10.76	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
slpr	44111	FBgn0030018	slpr	Zebrafish	560932	ZDB-GENE-050419-112	map3k10	6	5.86	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
sls	44013	FBgn0086906	sls	Zebrafish	559150	ZDB-GENE-041014-322	hmcn1	3	2.71	high	Yes	Yes	eggNOG, orthoMCL, Phylome
slx1	40578	FBgn0037263	slx1	Zebrafish	100001845	ZDB-GENE-130530-826	slx1b	9	8.82	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, Phylome, TreeFam
smal	5740323	FBgn0085409	smal	Zebrafish	100007346	ZDB-GENE-060323-2	ddr1	8	7.82	moderate	Yes	No	eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, TreeFam
smash	40583	FBgn0263346	smash	Zebrafish	561940	ZDB-GENE-090312-153	limch1a	3	2.93	high	Yes	Yes	eggNOG, OrthoFinder, RoundUp
smg	39034	FBgn0016070	smg	Zebrafish	100149858	ZDB-GENE-070720-7	samd4a	10	9.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
smid	38824	FBgn0016983	smid	Zebrafish	406805	ZDB-GENE-040426-2871	nvl	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
smo	33196	FBgn0003444	smo	Zebrafish	30225	ZDB-GENE-980526-89	smo	12	11.79	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sn	31717	FBgn0003447	sn	Zebrafish	570314	ZDB-GENE-120507-1	fscn1b	10	9.82	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
snRNP-U1-70K	33982	FBgn0016978	snRNP-U1-70K	Zebrafish	445398	ZDB-GENE-040825-2	snrnp70	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
snRNP-U1-C	42274	FBgn0261792	snRNP-U1-C	Zebrafish	192330	ZDB-GENE-020419-26	snrpc	11	10.86	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
snama	37857	FBgn0086129	snama	Zebrafish	445396	ZDB-GENE-040930-5	rbbp6	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
snf	31442	FBgn0003449	snf	Zebrafish	402896	ZDB-GENE-060616-2	snrpb2	11	10.79	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
snky	39492	FBgn0086916	snky	Zebrafish	556016	ZDB-GENE-070809-5	dcst1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
snz	31704	FBgn0029976	snz	Zebrafish	793657	ZDB-GENE-121105-11	snx25	8	7.91	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, TreeFam
so	35662	FBgn0003460	so	Zebrafish	404627	ZDB-GENE-040426-2308	six1b	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
sotv	3772101	FBgn0029175	sotv	Zebrafish	493780	ZDB-GENE-041124-3	ext2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
sowah	39438	FBgn0036302	sowah	Zebrafish	563244	ZDB-GENE-061215-96	sowahcb	7	6.93	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Phylome, TreeFam
spag	43958	FBgn0015544	spag	Zebrafish	393173	ZDB-GENE-040426-928	rpap3	12	11.86	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, TreeFam
spas	42846	FBgn0039141	spas	Zebrafish	405851	ZDB-GENE-040426-2331	spast	15	15.3	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam, ZFIN
spel1	34842	FBgn0015546	spel1	Zebrafish	406845	ZDB-GENE-040426-2932	msh2	10	9.72	high	Yes	Yes	Compara, eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
spen	44205	FBgn0016977	spen	Zebrafish	503940	ZDB-GENE-050309-70	spen	11	10.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
spg	43404	FBgn0264324	spg	Zebrafish	654774	ZDB-GENE-060130-74	dock4b	10	9.87	high	Yes	Yes	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spict	34681	FBgn0032451	spict	Zebrafish	406399	ZDB-GENE-040426-2134	nipa2	11	10.88	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
spin	45380	FBgn0086676	spin	Zebrafish	799873	ZDB-GENE-020228-1	spns1	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spir	45931	FBgn0003475	spir	Zebrafish	557962	ZDB-GENE-061013-119	spire1a	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spn-A	43577	FBgn0003479	spn-A	Zebrafish	406487	ZDB-GENE-040426-2286	rad51	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spn-B	41746	FBgn0003480	spn-B	Zebrafish	541414	ZDB-GENE-050320-116	xrcc3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spn-D	318579	FBgn0003482	spn-D	Zebrafish	450081	ZDB-GENE-041010-204	rad51c	5	4.75	high	Yes	Yes	Compara, OrthoDB, OrthoFinder, orthoMCL, Phylome
spn-E	41919	FBgn0003483	spn-E	Zebrafish	553222	ZDB-GENE-090313-193	tdrd9	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
spoon	31459	FBgn0263987	spoon	Zebrafish	556208	ZDB-GENE-030131-6844	akap1b	10	9.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
spri	31987	FBgn0085443	spri	Zebrafish	100006622	ZDB-GENE-090312-194	rin2	8	8.01	high	Yes	Yes	Compara, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
spt4	36387	FBgn0028683	spt4	Zebrafish	436782	ZDB-GENE-040718-214	supt4h1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sqa	36002	FBgn0259678	sqa	Zebrafish	561635	ZDB-GENE-030131-3497	mylk3	5	4.93	high	Yes	Yes	eggNOG, OrthoFinder, orthoMCL, Panther, RoundUp
sqd	41666	FBgn0263396	sqd	Zebrafish	406594	ZDB-GENE-040426-2516	hnrnpabb	10	9.97	high	Yes	Yes	Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sqh	31554	FBgn0003514	sqh	Zebrafish	337084	ZDB-GENE-030131-9028	myl12.2	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
sr	42162	FBgn0003499	sr	Zebrafish	30190	ZDB-GENE-980526-283	egr2b	7	7.49	high	Yes	Yes	OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam, ZFIN
sra	47384	FBgn0086370	sra	Zebrafish	325356	ZDB-GENE-040718-445	rcan3	12	11.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
sro	43512	FBgn0262112	sro	Zebrafish	100037356	ZDB-GENE-070410-130	bdh1	6	5.87	high	Yes	Yes	eggNOG, OMA, OrthoFinder, orthoMCL, Panther, TreeFam
ss	41988	FBgn0003513	ss	Zebrafish	554265	ZDB-GENE-050922-1	ahr1b	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ssp3	35149	FBgn0032723	ssp3	Zebrafish	100144551	ZDB-GENE-060303-5	scaper	11	10.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ssp6	38694	FBgn0035676	ssp6	Zebrafish	558950	ZDB-GENE-060312-30	grasp	7	6.92	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
st	39836	FBgn0003515	st	Zebrafish	735312	ZDB-GENE-050517-35	abcg2a	5	4.85	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoFinder
sta	31106	FBgn0003517	sta	Zebrafish	394027	ZDB-GENE-040426-811	rpsa	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
stai	33863	FBgn0266521	stai	Zebrafish	436836	ZDB-GENE-040718-301	stmn4l	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
