FlyGeneID	FlyGeneID.1	FlyBaseID	FlySymbol	Species	HumanGeneID	HGNCID	HumanSymbol	DIOPTScore	WeightedScore	Rank	BestScore	BestScoreReverse	PredictionDerivedFrom
CG3625	33198	FBgn0031245	CG3625	Human	51390	21607	AIG1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG6084	39304	FBgn0086254	CG6084	Human	231	381	AKR1B1	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG10863	38463	FBgn0027552	CG10863	Human	57016	382	AKR1B10	7	6.86	moderate	Yes	No	eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, Panther
CG12224	41453	FBgn0037974	CG12224	Human	8574	389	AKR7A2	3	2.84	high	Yes	Yes	Compara, eggNOG, OrthoDB
CG46338	47272	FBgn0285962	CG46338	Human	64400	16710	AKTIP	13	12.64	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
Aldh	34256	FBgn0012036	Aldh	Human	217	404	ALDH2	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
P5CDh1	40434	FBgn0037138	P5CDh1	Human	8659	406	ALDH4A1	13	12.62	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
Alp1	40372	FBgn0283479	Alp1	Human	249	438	ALPL	12	11.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Ref1	44029	FBgn0010774	Ref1	Human	10189	19071	ALYREF	12	11.87	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Amy-p	47764	FBgn0000079	Amy-p	Human	280	478	AMY2B	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG8679	35395	FBgn0032934	CG8679	Human	126549	26812	ANKLE1	10	9.96	high	Yes	Yes	Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG4393	42764	FBgn0039075	CG4393	Human	23294	20961	ANKS1A	11	10.87	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, TreeFam
scra	35696	FBgn0261385	scra	Human	54443	14082	ANLN	10	9.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG14516	43444	FBgn0039640	CG14516	Human	290	500	ANPEP	11	10.85	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp
AnxB11	32612	FBgn0030749	AnxB11	Human	311	535	ANXA11	10	9.92	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
X11Lbeta	31997	FBgn0052677	X11Lbeta	Human	321	579	APBA2	9	8.73	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Ssl2	43424	FBgn0041780	Ssl2	Human	57136	13238	APMAP	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
NLaz	33324	FBgn0053126	NLaz	Human	347	612	APOD	10	9.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome
Appl	31002	FBgn0000108	Appl	Human	351	620	APP	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Prip	36237	FBgn0033635	Prip	Human	358	633	AQP1	7	7.05	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, Panther, RoundUp
Arc1	36595	FBgn0033926	Arc1	Human	23237	648	ARC	2	1.91	high	Yes	Yes	OrthoFinder, Phylome
ari-1	32796	FBgn0017418	ari-1	Human	25820	689	ARIH1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
dnd	42580	FBgn0038916	dnd	Human	403	694	ARL3	12	11.86	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG11474	37514	FBgn0034688	CG11474	Human	79624	17872	ARMT1	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Arpc3A	41917	FBgn0038369	Arpc3A	Human	10094	706	ARPC3	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Arr1	35078	FBgn0000120	Arr1	Human	409	712	ARRB2	6	5.87	moderate	Yes	No	eggNOG, Hieranoid, Isobase, OrthoDB, Panther, Phylome
CG18745	59141	FBgn0042102	CG18745	Human	57561	29263	ARRDC3	7	7.07	moderate	Yes	No	eggNOG, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther
CG18747	59143	FBgn0042104	CG18747	Human	91947	28087	ARRDC4	7	6.99	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther
CG7408	39991	FBgn0036765	CG7408	Human	340075	32521	ARSI	10	9.66	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, TreeFam
al	33208	FBgn0000061	al	Human	170302	18060	ARX	7	6.94	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoInspector, orthoMCL, Panther, RoundUp
ac	30981	FBgn0000022	ac	Human	429	738	ASCL1	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
ppk	34843	FBgn0020258	ppk	Human	41	100	ASIC1	7	6.96	moderate	Yes	No	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther
ppk12	37566	FBgn0034730	ppk12	Human	40	99	ASIC2	10	9.87	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
ppk7	33886	FBgn0031802	ppk7	Human	55515	21263	ASIC4	6	5.99	moderate	Yes	No	eggNOG, Isobase, OrthoDB, OrthoInspector, Panther, RoundUp
CG6428	31351	FBgn0029689	CG6428	Human	374569	20123	ASPG	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG5715	42895	FBgn0039180	CG5715	Human	431705	31704	ASTL	9	9.02	high	Yes	Yes	Compara, eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, RoundUp
nmd	44021	FBgn0005322	nmd	Human	84896	25903	ATAD1	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG17003	33006	FBgn0031082	CG17003	Human	79969	21186	ATAT1	10	9.73	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
amos	35110	FBgn0003270	amos	Human	474	797	ATOH1	6	5.96	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp
CG9981	32609	FBgn0030746	CG9981	Human	23200	13553	ATP11B	11	10.79	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
Atpalpha	48971	FBgn0002921	Atpalpha	Human	476	799	ATP1A1	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
nrv3	35408	FBgn0032946	nrv3	Human	481	804	ATP1B1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vha100-2	42216	FBgn0028670	Vha100-2	Human	50617	866	ATP6V0A4	9	8.79	high	Yes	Yes	eggNOG, Homologene, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, Phylome, TreeFam
VhaPPA1-1	45247	FBgn0028662	VhaPPA1-1	Human	533	861	ATP6V0B	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vha16-3	317846	FBgn0028667	Vha16-3	Human	527	855	ATP6V0C	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
VhaAC39-1	31342	FBgn0285910	VhaAC39-1	Human	9114	13724	ATP6V0D1	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
VhaM9.7-b	40389	FBgn0028663	VhaM9.7-b	Human	8992	863	ATP6V0E1	14	13.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vha68-2	45012	FBgn0263598	Vha68-2	Human	523	851	ATP6V1A	13	12.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vha36-1	44702	FBgn0022097	Vha36-1	Human	51382	13527	ATP6V1D	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Vha14-1	36731	FBgn0262512	Vha14-1	Human	9296	16832	ATP6V1F	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
XNP	43080	FBgn0039338	XNP	Human	546	886	ATRX	10	9.59	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp, TreeFam
GalT1	36279	FBgn0053145	GalT1	Human	8708	916	B3GALT1	8	7.93	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam
GlcAT-I	251900	FBgn0066114	GlcAT-I	Human	26229	923	B3GAT3	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
brn	31358	FBgn0000221	brn	Human	192134	24141	B3GNT6	9	8.93	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
CG3253	37861	FBgn0041706	CG3253	Human	11041	15685	B4GAT1	10	9.95	high	Yes	Yes	eggNOG, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
unc-13-4A	38801	FBgn0035756	unc-13-4A	Human	8938	948	BAIAP3	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
B-H1	32724	FBgn0011758	B-H1	Human	56751	953	BARHL1	10	9.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Best4	39660	FBgn0036491	Best4	Human	266675	17106	BEST4	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG1440	31776	FBgn0030038	CG1440	Human	642	1059	BLMH	14	13.74	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
disco-r	64875	FBgn0285879	disco-r	Human	54796	30988	BNC2	11	10.69	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Buffy	36251	FBgn0040491	Buffy	Human	666	1087	BOK	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Trl	2768981	FBgn0013263	Trl	Human	643376	37214	BTBD18	3	2.91	high	Yes	Yes	OrthoFinder, OrthoInspector, Phylome
CG32751	318189	FBgn0052751	CG32751	Human	686	1122	BTD	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
BubR1	35522	FBgn0263855	BubR1	Human	699	1148	BUB1	10	9.92	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp
CG9119	38124	FBgn0035189	CG9119	Human	28970	30204	C11orf54	14	13.72	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG3740	31119	FBgn0023530	CG3740	Human	83636	25443	C19orf12	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
C1GalTA	34215	FBgn0032078	C1GalTA	Human	56913	24337	C1GALT1	13	12.87	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG14818	31147	FBgn0026088	CG14818	Human	79095	17823	C9orf16	6	5.87	high	Yes	Yes	OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CARPB	31915	FBgn0052698	CARPB	Human	56934	1369	CA10	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CAH6	43701	FBgn0039838	CAH6	Human	762	1375	CA4	7	6.95	high	Yes	Yes	eggNOG, Isobase, OrthoDB, OrthoFinder, Panther, RoundUp, TreeFam
CAH4	42965	FBgn0039235	CAH4	Human	765	1380	CA6	6	5.95	high	Yes	Yes	Compara, eggNOG, OMA, OrthoDB, OrthoInspector, Panther
CG13898	38092	FBgn0035161	CG13898	Human	56344	13714	CABP5	3	2.86	high	Yes	Yes	eggNOG, Isobase, OrthoDB
Cam	36329	FBgn0000253	Cam	Human	801	1442	CALM1	10	9.86	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OMA, OrthoDB, OrthoFinder, orthoMCL, Panther, RoundUp, TreeFam
TpnC4	35498	FBgn0033027	TpnC4	Human	163688	24193	CALML6	4	3.97	high	Yes	Yes	eggNOG, OrthoDB, Panther, TreeFam
Cnx14D	32620	FBgn0264077	Cnx14D	Human	821	1473	CANX	14	13.82	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CalpA	37232	FBgn0012051	CalpA	Human	10753	1486	CAPN9	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG31345	41576	FBgn0051345	CG31345	Human	133690	28375	CAPSL	15	14.75	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG15373	32784	FBgn0030889	CG15373	Human	55259	29599	CASC1	10	9.89	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
Damm	36266	FBgn0033659	Damm	Human	839	1507	CASP6	4	3.87	moderate	Yes	No	eggNOG, Panther, Phylome, TreeFam
Drice	43514	FBgn0019972	Drice	Human	840	1508	CASP7	12	11.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, RoundUp, TreeFam
cas	44018	FBgn0004878	cas	Human	54897	26002	CASZ1	7	6.89	high	Yes	Yes	eggNOG, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
Cat	40048	FBgn0000261	Cat	Human	847	1516	CAT	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Bgb	38198	FBgn0013753	Bgb	Human	865	1539	CBFB	13	12.77	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
HP1b	31834	FBgn0030082	HP1b	Human	11335	1553	CBX3	12	11.9	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp, TreeFam
CG14671	40671	FBgn0037340	CG14671	Human	84317	28178	CCDC115	8	7.78	high	Yes	Yes	eggNOG, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, TreeFam
CG7251	33791	FBgn0031723	CG7251	Human	91057	25079	CCDC34	3	2.93	high	Yes	Yes	Compara, eggNOG, Panther
CG14905	42024	FBgn0038452	CG14905	Human	160762	26669	CCDC63	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG30259	37606	FBgn0050259	CG30259	Human	85478	29937	CCDC65	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG4714	36470	FBgn0033819	CG4714	Human	257236	26900	CCDC96	3	3.13	high	Yes	Yes	OrthoFinder, Panther, RoundUp
Tep2	34044	FBgn0041182	Tep2	Human	135228	21685	CD109	13	12.79	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Snmp2	38868	FBgn0035815	Snmp2	Human	948	1663	CD36	7	6.95	high	Yes	Yes	Compara, eggNOG, Inparanoid, OrthoDB, OrthoFinder, Panther, TreeFam
Tsp39D	35405	FBgn0032943	Tsp39D	Human	967	1692	CD63	9	8.85	high	Yes	Yes	eggNOG, Hieranoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG8360	34122	FBgn0032001	CG8360	Human	978	1712	CDA	13	12.82	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
Cdc23	35315	FBgn0032863	Cdc23	Human	8697	1724	CDC23	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
stg	43466	FBgn0003525	stg	Human	993	1725	CDC25A	12	11.74	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG5790	35095	FBgn0032677	CG5790	Human	8317	1745	CDC7	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
hyx	41086	FBgn0037657	hyx	Human	79577	16783	CDC73	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
borr	34245	FBgn0032105	borr	Human	55143	14629	CDCA8	2	2.06	high	Yes	Yes	Panther, TreeFam
CG3760	37987	FBgn0022343	CG3760	Human	55573	26928	CDV3	6	5.89	high	Yes	Yes	OMA, OrthoDB, orthoMCL, Panther, Phylome, TreeFam
bru1	34648	FBgn0000114	bru1	Human	10659	2550	CELF2	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
cmet	53561	FBgn0040232	cmet	Human	1062	1856	CENPE	9	8.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther
CG6414	31352	FBgn0029690	CG6414	Human	1066	1863	CES1	7	6.86	high	Yes	Yes	eggNOG, Hieranoid, Isobase, OrthoDB, OrthoFinder, orthoMCL, Panther
CG4382	34279	FBgn0032132	CG4382	Human	8824	1864	CES2	6	5.94	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther
Est-6	39392	FBgn0000592	Est-6	Human	23491	1865	CES3	6	5.94	high	Yes	Yes	Compara, eggNOG, Hieranoid, OrthoDB, OrthoFinder, Panther
Jhe	36780	FBgn0010052	Jhe	Human	283848	26741	CES4A	7	6.95	high	Yes	Yes	Compara, eggNOG, Hieranoid, OMA, OrthoDB, OrthoFinder, Panther
CG17493	3355126	FBgn0040010	CG17493	Human	1069	1867	CETN2	11	10.92	high	Yes	Yes	eggNOG, Hieranoid, Homologene, Inparanoid, Isobase, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther
CG15498	42548	FBgn0038892	CG15498	Human	161502	26782	CFAP161	12	11.94	high	Yes	Yes	Compara, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Bug22	34429	FBgn0032248	Bug22	Human	29105	29523	CFAP20	14	13.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG11449	40467	FBgn0037162	CG11449	Human	25790	17229	CFAP45	12	11.88	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
CG5882	43269	FBgn0039490	CG5882	Human	159686	26676	CFAP58	13	12.84	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG30268	37610	FBgn0050268	CG30268	Human	26074	15872	CFAP61	13	12.8	high	Yes	Yes	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
CG6614	34583	FBgn0032369	CG6614	Human	118491	30726	CFAP70	5	5	high	Yes	Yes	eggNOG, OrthoDB, Panther, RoundUp, TreeFam
tsr	37841	FBgn0011726	tsr	Human	1073	1875	CFL2	11	10.78	high	Yes	Yes	Compara, eggNOG, Inparanoid, Isobase, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
CG9514	32418	FBgn0030592	CG9514	Human	55349	24288	CHDH	8	7.8	high	Yes	Yes	eggNOG, Inparanoid, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Phylome, RoundUp
Cht8	37390	FBgn0034580	Cht8	Human	27159	17432	CHIA	9	9.03	moderate	Yes	No	Compara, eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, Panther, RoundUp
Cht7	38370	FBgn0035398	Cht7	Human	1118	1936	CHIT1	11	10.74	high	Yes	Yes	Compara, eggNOG, Homologene, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
elm	40695	FBgn0037358	elm	Human	11261	17433	CHP1	13	12.89	high	Yes	Yes	Compara, eggNOG, Hieranoid, Homologene, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, RoundUp, TreeFam
nAChRalpha7	32928	FBgn0086778	nAChRalpha7	Human	89832	15781	CHRFAM7A	12	11.81	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, Isobase, OMA, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp, TreeFam
nAChRbeta2	42920	FBgn0004118	nAChRbeta2	Human	1135	1956	CHRNA2	11	10.91	high	Yes	Yes	eggNOG, Hieranoid, Inparanoid, OMA, OrthoDB, OrthoFinder, OrthoInspector, orthoMCL, Panther, Phylome, RoundUp
Drep1	36290	FBgn0024732	Drep1	Human	63924	24229	CIDEC	7	6.92	high	Yes	Yes	Compara, eggNOG, OrthoFinder, OrthoInspector, Panther, RoundUp, TreeFam
CG8108	39161	FBgn0027567	CG8108	Human	25792	16744	CIZ1	8	7.82	high	Yes	Yes	Compara, eggNOG, Isobase, OrthoFinder, OrthoInspector, Panther, Phylome, RoundUp
